ウテロン錠５ｍｇ,2590004F1010
セチリジン塩酸塩ＯＤ錠１０ｍｇ「サワイ」,4490020F4020
アラセプリル錠１２．５ｍｇ「サワイ」,2144003F1118
アラセプリル錠５０ｍｇ「サワイ」,2144003F3099
イフェンプロジル酒石酸塩錠１０ｍｇ「サワイ」,2190005F1314
乳糖水和物（結晶）「ＮｉｋＰ」,7111001X1353
乳糖水和物（粉末）「日医工」,7111001X1361
ピナジオン錠１０ｍｇ,4490014F1017
ミゾリビン錠２５ｍｇ「サワイ」,3999002F1039
ミゾリビン錠５０ｍｇ「サワイ」,3999002F2035
ミルナシプラン塩酸塩錠１２．５ｍｇ「サワイ」,1179040F3040
ミルナシプラン塩酸塩錠５０ｍｇ「ＴＹＫ」,1179040F4054
リスペリドンＯＤ錠３ｍｇ「サワイ」,1179038F8036
レバミピド錠１００ｍｇ「ＴＳＵ」,2329021F1269
ワークミンカプセル３．０　３μｇ,3112001M4070
アルファカルシドールカプセル３．０μｇ「あすか」　３μｇ,3112001M4274
ガドジアミド静注液３２％シリンジ５ｍＬ「Ｆ」　３２．３％,7290408G4062
ガドジアミド静注液３２％シリンジ１０ｍＬ「Ｆ」　３２．３％,7290408G1063
ガドジアミド静注液３２％シリンジ１３ｍＬ「Ｆ」　３２．３％,7290408G5026
ガドジアミド静注液３２％シリンジ１５ｍＬ「Ｆ」　３２．３％,7290408G2060
ガドジアミド静注液３２％シリンジ２０ｍＬ「Ｆ」　３２．３％,7290408G3066
セフェピム塩酸塩静注用０．５ｇ「ＣＭＸ」　５００ｍｇ,6132425D1040
セフェピム塩酸塩静注用１ｇ「ＣＭＸ」,6132425D2047
ダルテパリンＮａ静注２５００Ｕ１０ｍＬシリンジニプロ　低ヘパＩＵ,3334403G2022
ダルテパリンＮａ静注３千Ｕ１２ｍＬシリンジニプロ　３千低ヘパＩＵ,3334403G3029
ダルテパリンＮａ静注４千Ｕ１６ｍＬシリンジニプロ　４千低ヘパＩＵ,3334403G4025
ダルテパリンＮａ静注５千Ｕ２０ｍＬシリンジニプロ　５千低ヘパＩＵ,3334403G5021
ドキソルビシン塩酸塩注射液１０ｍｇ「サンド」　５ｍＬ,4235402A2021
ドキソルビシン塩酸塩注射液５０ｍｇ「サンド」　２５ｍＬ,4235402A3028
イソプロピルウノプロストン点眼液０．１２％「ニッテン」,1319732Q1086
クリンダマイシンリン酸エステルゲル１％「イワキ」,2634713M1054
クリンダマイシンリン酸エステルゲル１％「サワイ」,2634713M1062
ダラシンＴローション１％,2634713Q1021
ビダラビン軟膏３％「ＪＧ」,6250700M1200
ラタノプロスト点眼液０．００５％「サワイ」,1319739Q1150
ラタノプロスト点眼液０．００５％「ニッテン」,1319739Q1215
ラタノプロストＰＦ点眼液０．００５％「日点」,1319739Q1258
ラノコナゾール外用液１％「イワキ」,2655710Q1044
ラノコナゾールクリーム１％「イワキ」,2655710N1048
ラノコナゾール軟膏１％「イワキ」,2655710M1042
アルシオドールカプセル３μｇ,3112001M4010
アルファカルシドールカプセル３μｇ「テバ」,3112001M4010
アルファカルシドールカプセル３μｇ「サワイ」,3112001M4010
グリメピリド錠１ｍｇ「ＢＭＤ」,3961008F1055
グリメピリド錠３ｍｇ「ＢＭＤ」,3961008F2051
ラベプラゾールＮａ錠１０ｍｇ「ＢＭＤ」,2329028F1040
ラベプラゾールＮａ錠２０ｍｇ「ＢＭＤ」,2329028F2011
イーケプラ錠２５０ｍｇ,1139010F1024
イーケプラ錠５００ｍｇ,1139010F2020
パズクロス点滴静注液１０００ｍｇ　１，０００ｍｇ２００ｍＬ,6241401G3030
レナデックス錠４ｍｇ,2454002F2023
ヒアロンサンミニ点眼液０．３％　０．４ｍＬ,1319720Q5070
エポジン皮下注シリンジ２４０００　２４，０００国際単位０．５ｍＬ,3999413G7025
ジェノトロピンゴークイック注用５．３ｍｇ　５．３３ｍｇ,2412402P4024
ジェノトロピンゴークイック注用１２ｍｇ,2412402P5020
ラモセトロン塩酸塩注射液０．３ｍｇ「ＥＭＥＣ」　２ｍＬ,2391403A1033
フルボキサミンマレイン酸塩錠２５ｍｇ「ＥＭＥＣ」,1179039F1052
フルボキサミンマレイン酸塩錠５０ｍｇ「ＥＭＥＣ」,1179039F2059
フルボキサミンマレイン酸塩錠７５ｍｇ「ＥＭＥＣ」,1179039F3055
グリメピリド錠１ｍｇ「ＥＭＥＣ」,3961008F1063
グリメピリド錠３ｍｇ「ＥＭＥＣ」,3961008F2060
グリメピリドＯＤ錠１ｍｇ「ＥＭＥＣ」,3961008F4038
グリメピリドＯＤ錠３ｍｇ「ＥＭＥＣ」,3961008F5034
ミカルディス錠８０ｍｇ,2149042F3028
ヒアレイン点眼液０．３％　５ｍＬ,1319720Y2020
グリメピリド錠１ｍｇ「オーハラ」,3961008F1160
グリメピリド錠３ｍｇ「オーハラ」,3961008F2167
ラベプラゾールＮａ塩錠１０ｍｇ「オーハラ」,2329028F1147
ラベプラゾールＮａ塩錠２０ｍｇ「オーハラ」,2329028F2143
グリメピリド錠１ｍｇ「ＹＤ」,3961008F1128
グリメピリド錠３ｍｇ「ＹＤ」,3961008F2124
ラベプラゾールＮａ錠１０ｍｇ「ＹＤ」,2329028F1066
ラベプラゾールＮａ錠２０ｍｇ「ＹＤ」,2329028F2011
フルボキサミンマレイン酸塩錠２５ｍｇ「ＹＤ」,1179039F1109
フルボキサミンマレイン酸塩錠５０ｍｇ「ＹＤ」,1179039F2105
フルボキサミンマレイン酸塩錠７５ｍｇ「ＹＤ」,1179039F3101
ロキソニンゲル１％,2649735Q1020
オメプラゾール注用２０ｍｇ「アメル」,2329403D1050
グリメピリド錠１ｍｇ「アメル」,3961008F1144
グリメピリド錠３ｍｇ「アメル」,3961008F2140
フルボキサミンマレイン酸塩錠２５ｍｇ「アメル」,1179039F1117
フルボキサミンマレイン酸塩錠５０ｍｇ「アメル」,1179039F2113
フルボキサミンマレイン酸塩錠７５ｍｇ「アメル」,1179039F3110
ラベプラゾールＮａ錠１０ｍｇ「アメル」,2329028F1074
ラベプラゾールＮａ錠２０ｍｇ「アメル」,2329028F2070
リスペリドン錠０．５ｍｇ「アメル」,1179038F4057
アロプリノール錠５０ｍｇ「アメル」,3943001F2086
カルフィーナカプセル３μｇ,3112001M4010
グリメピリド錠１ｍｇ「ＴＣＫ」,3961008F1110
グリメピリド錠３ｍｇ「ＴＣＫ」,3961008F2116
フルボキサミンマレイン酸塩錠２５ｍｇ「ＴＣＫ」,1179039F1095
フルボキサミンマレイン酸塩錠５０ｍｇ「ＴＣＫ」,1179039F2091
フルボキサミンマレイン酸塩錠７５ｍｇ「ＴＣＫ」,1179039F3098
ラベプラゾールナトリウム錠１０ｍｇ「ＴＣＫ」,2329028F1198
ラベプラゾールナトリウム錠２０ｍｇ「ＴＣＫ」,2329028F2194
アロプリノール錠５０ｍｇ「ＴＣＫ」,3943001F2310
エチゾラム錠１ｍｇ「ＴＣＫ」,1179025F2243
クインスロン錠５００ｍｇ,2233002F2065
カルボシステイン錠５００ｍｇ「ＴＣＫ」,2233002F2154
ノルバスク錠１０ｍｇ,2171022F5032
ノルバスクＯＤ錠１０ｍｇ,2171022F6039
オレンシア点滴静注用２５０ｍｇ,3999429D1021
パキシル錠５ｍｇ,1179041F3028
ヴォリブリス錠２．５ｍｇ,2190031F1023
ビビアント錠２０ｍｇ,3999027F1020
ケイキサレートドライシロップ７６％,2190009R1025
オペガンハイ０．４眼粘弾剤１％　０．４ｍＬ,1319720Q1105
オペガンハイ０．６眼粘弾剤１％　０．６ｍＬ,1319720Q7154
トーリセル点滴静注液２５ｍｇ　１ｍＬ（希釈液付）,4291418A1025
エンブレル皮下注５０ｍｇシリンジ１．０ｍＬ　１ｍＬ,3999424G2021
アルファカルシドールカプセル３μｇ「ＥＥ」,3112001M4010
ノルディトロピン　フレックスプロ注　５ｍｇ,2412402P6027
ノルディトロピン　フレックスプロ注　１０ｍｇ,2412402P7023
ノルディトロピン　フレックスプロ注　１５ｍｇ,2412402P8020
フルボキサミンマレイン酸塩錠２５ｍｇ「タカタ」,1179039F1150
フルボキサミンマレイン酸塩錠５０ｍｇ「タカタ」,1179039F2156
フルボキサミンマレイン酸塩錠７５ｍｇ「タカタ」,1179039F3152
グリメピリド錠１ｍｇ「Ｍｅ」,3961008F1357
グリメピリド錠３ｍｇ「Ｍｅ」,3961008F2353
カルボシステインシロップ５％「タカタ」,2233002Q1108
アロプリノール錠５０ｍｇ「タカタ」,3943001F2221
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「日新」,2590008F1085
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「日新」,2590008F2081
ラベプラゾールＮａ錠１０ｍｇ「日新」,2329028F1120
ラベプラゾールＮａ錠２０ｍｇ「日新」,2329028F2127
グリメピリド錠１ｍｇ「日新」,3961008F1276
グリメピリド錠３ｍｇ「日新」,3961008F2272
ソプレロール錠１０ｍｇ,2171023F1058
一硝酸イソソルビド錠１０ｍｇ「日新」,2171023F1104
グリクラジド錠２０ｍｇ「日新」,3961007F2120
ヒアルロン酸Ｎａ点眼液０．１％「日新」　５ｍＬ,1319720Q3116
ドンペリドン錠５ｍｇ「日新」,2399005F1205
アロプリノール錠５０ｍｇ「日新」,3943001F2299
ジクロフェナクＮａパップ７０ｍｇ「東光」　７ｃｍ×１０ｃｍ,2649734S3050
ジクロフェナクＮａパップ１４０ｍｇ「東光」　１０ｃｍ×１４ｃｍ,2649734S4057
ジクロフェナクＮａパップ７０ｍｇ「ラクール」　７ｃｍ×１０ｃｍ,2649734S3077
ジクロフェナクＮａパップ１４０ｍｇ「ラクール」　１０×１４ｃｍ,2649734S4073
ジクロフェナクＮａゲル１％「ラクール」,2649734Q1093
ミカムロ配合錠ＡＰ,2149117F1025
プロパフェノン塩酸塩錠１００ｍｇ「オーハラ」,2129006F2057
フォルテオ皮下注キット６００μｇ,2439400G1020
サムスカ錠１５ｍｇ,2139011F1023
ラベプラゾールＮａ塩錠１０ｍｇ「明治」,2329028F1155
ラベプラゾールＮａ塩錠２０ｍｇ「明治」,2329028F2151
タムスロシン塩酸塩ＯＤ錠０．１ｍｇ「明治」,2590008F1093
タムスロシン塩酸塩ＯＤ錠０．２ｍｇ「明治」,2590008F2014
フルボキサミンマレイン酸塩錠２５ｍｇ「ファイザー」,1179039F1206
フルボキサミンマレイン酸塩錠５０ｍｇ「ファイザー」,1179039F2202
フルボキサミンマレイン酸塩錠７５ｍｇ「ファイザー」,1179039F3209
ミルナシプラン塩酸塩錠１２．５ｍｇ「マイラン」,1179040F3090
リスペリドン内用液３ｍｇ分包「ファイザー」　０．１％３ｍＬ,1179038S5051
ラモセトロン塩酸塩静注液０．３ｍｇ「ファイザー」　２ｍＬ,2391403A1076
アカルボースＯＤ錠５０ｍｇ「ファイザー」,3969003F3053
アカルボースＯＤ錠１００ｍｇ「ファイザー」,3969003F4050
ミゾリビン錠２５ｍｇ「ファイザー」,3999002F1055
ミゾリビン錠５０ｍｇ「ファイザー」,3999002F2051
アロプリノール錠５０ｍｇ「あゆみ」,3943001F2302
パシル点滴静注液１０００ｍｇ　１，０００ｍｇ２００ｍＬ,6241401G3022
アロプリノール錠５０ｍｇ「サワイ」,3943001F2248
クロチアゼパム錠１０ｍｇ「サワイ」,1179012F2092
イルソグラジンマレイン酸塩錠４ｍｇ「サワイ」,2329020F2112
グリベンクラミド錠１．２５ｍｇ「サワイ」,3961003F1168
グリメピリド錠１ｍｇ「サワイ」,3961008F1217
グリメピリド錠３ｍｇ「サワイ」,3961008F2213
ジルチアゼム塩酸塩Ｒカプセル２００ｍｇ「サワイ」,2171006N2055
チエクール点滴用０．２５ｇ　２５０ｍｇ,6139501D1060
チキジウム臭化物カプセル５ｍｇ「サワイ」,1231013M1105
ドンペリドン錠５ｍｇ「サワイ」,2399005F1248
ニカルジピン塩酸塩注射液２５ｍｇ「サワイ」　２５ｍＬ,2149400A3070
フルボキサミンマレイン酸塩錠２５ｍｇ「サワイ」,1179039F1141
フルボキサミンマレイン酸塩錠５０ｍｇ「サワイ」,1179039F2148
フルボキサミンマレイン酸塩錠７５ｍｇ「サワイ」,1179039F3144
ポラプレジンクＯＤ錠７５ｍｇ「サワイ」,2329027F1037
アルプラゾラム錠０．８ｍｇ「サワイ」,1124023F2076
エトドラク錠１００ｍｇ「ＳＷ」,1149032F1132
ラベプラゾールＮａ錠１０ｍｇ「サワイ」,2329028F1104
ラベプラゾールＮａ錠２０ｍｇ「サワイ」,2329028F2100
グリメピリド錠１ｍｇ「ＫＮ」,3961008F1080
グリメピリド錠３ｍｇ「ＫＮ」,3961008F2086
グリメピリドＯＤ錠１ｍｇ「ＫＮ」,3961008F4046
グリメピリドＯＤ錠３ｍｇ「ＫＮ」,3961008F5042
メサラジン錠５００ｍｇ「ＡＫＰ」,2399009F2048
オザグレル錠１００「ＫＮ」　１００ｍｇ,4490012F1042
アモバンテス錠１０　１０ｍｇ,1129007F2081
イナビル吸入粉末剤２０ｍｇ,6250703G1022
アルプラゾラム錠０．８ｍｇ「トーワ」,1124023F2050
バルプロ酸Ｎａ徐放Ｂ錠１００ｍｇ「トーワ」,1139004G1059
バルプロ酸ナトリウム徐放錠Ａ１００ｍｇ「トーワ」,1139004G1075
エトドラク錠１００ｍｇ「トーワ」,1149032F1078
クロチアゼパム錠１０ｍｇ「トーワ」,1179012F2050
リスペリドンＯＤ錠３ｍｇ「トーワ」,1179038F8044
チキジウム臭化物カプセル５ｍｇ「トーワ」,1231013M1091
ユビデカレノンカプセル５ｍｇ「トーワ」,2119003M1238
ラベプラゾールＮａ錠１０ｍｇ「トーワ」,2329028F1112
ラベプラゾールＮａ錠２０ｍｇ「トーワ」,2329028F2119
ファモチジン散１０％「トーワ」,2325003B1111
ドンペリドン錠５ｍｇ「トーワ」,2399005F1264
アロプリノール錠５０ｍｇ「トーワ」,3943001F2256
グリベンクラミド錠１．２５ｍｇ「トーワ」,3961003F1117
グリメピリド錠１ｍｇ「トーワ」,3961008F1250
グリメピリド錠３ｍｇ「トーワ」,3961008F2256
ニスタジール注２ｍｇ　２ｍＬ,2149400A1094
ニカルジピン塩酸塩注２ｍｇ「トーワ」　２ｍＬ,2149400A1140
ニスタジール注２５ｍｇ　２５ｍＬ,2149400A3054
ニカルジピン塩酸塩注２５ｍｇ「トーワ」　２５ｍＬ,2149400A3089
トピナ錠２５ｍｇ,1139008F3020
アドリアシン注用５０　５０ｍｇ,4235402D2036
アレロックＯＤ錠２．５　２．５ｍｇ,4490025F3026
アレロックＯＤ錠５　５ｍｇ,4490025F4022
サイビスクディスポ関節注２ｍＬ　１６ｍｇ,3999428G1023
イブタント点滴静注２００ｍｇ　１０ｍＬ,2119402A4018
アズマネックスツイストヘラー２００μｇ６０吸入　１２ｍｇ,2290703G2026
エトドラク錠２００ｍｇ「ＪＧ」,1149032F2147
イルソグラジンマレイン酸塩錠２ｍｇ「ＳＮ」,2329020F1140
イルソグラジンマレイン酸塩錠４ｍｇ「ＳＮ」,2329020F2120
トリアゾラム錠０．２５ｍｇ「ＪＧ」,1124007F2182
トリアゾラム錠０．１２５ｍｇ「ＪＧ」,1124007F1070
フルバスタチン錠１０ｍｇ「ＪＧ」,2189012F1062
